cell_lon,cell_lat,wind_speed,is_natura2000,dist_to_nearest_turbine_m,population_density
5.977646586345382,51.22640562248996,3.2487437995330746,0,6066,222
5.99936546184739,51.22640562248996,3.2241342552967707,0,5912,1002
6.021084337349398,51.22640562248996,3.199414738330363,0,6141,1002
6.042803212851406,51.22640562248996,3.174682251281972,0,6713,1002
3.4148192771084336,51.24314859437751,5.042369430020412,0,4412,0
3.436538152610442,51.24314859437751,5.045160272237129,0,3074,0
3.45825702811245,51.24314859437751,5.05529629263073,0,2009,83
3.479975903614458,51.24314859437751,5.070391169776329,0,1796,0
3.501694779116466,51.24314859437751,5.087397520000124,0,2396,0
3.7840401606425695,51.24314859437751,4.410202808457674,0,3696,0
3.8057590361445786,51.24314859437751,4.333584626345669,0,3385,220
3.8274779116465862,51.24314859437751,4.277266595888728,0,3654,220
3.8491967871485935,51.24314859437751,4.24521115041416,0,2955,220
3.8709156626506025,51.24314859437751,4.2395999362550985,0,2915,220
3.89263453815261,51.24314859437751,4.260568623159401,0,3319,220
3.9143534136546183,51.24314859437751,4.306119991187656,0,4231,220
3.936072289156627,51.24314859437751,4.37222186097476,0,4444,220
3.9577911646586346,51.24314859437751,4.453076151988805,0,4123,220
3.9795100401606422,51.24314859437751,4.541528030323509,0,4342,220
4.001228915662651,51.24314859437751,4.629571968578143,0,5030,220
4.0229477911646585,51.24314859437751,4.708905739150257,0,6004,0
5.543269076305221,51.24314859437751,3.627058214232028,0,9776,0
5.564987951807229,51.24314859437751,3.617193538451827,0,11291,272
5.5867068273092375,51.24314859437751,3.6049831793741394,0,12574,272
5.608425702811245,51.24314859437751,3.5906957895645237,0,11445,272
5.630144578313253,51.24314859437751,3.574605679933834,1,9934,490
5.6518634538152615,51.24314859437751,3.556985639683436,0,8426,490
5.67358232931727,51.24314859437751,3.538099290220042,0,6921,490
5.695301204819277,51.24314859437751,3.5181933488311525,0,5422,490
5.717020080321285,51.24314859437751,3.4974903307182106,0,3938,490
5.738738955823294,51.24314859437751,3.476182326963604,0,2492,490
5.760457831325302,51.24314859437751,3.4544265187670318,0,1229,490
5.782176706827309,51.24314859437751,3.432342996986673,0,354,490
5.803895582329318,51.24314859437751,3.410015248528401,0,1653,175
5.825614457831326,51.24314859437751,3.3874933751517338,0,3152,175
5.847333333333333,51.24314859437751,3.364799778297351,0,4663,222
